what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1276948322761
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1276948322797
started,bundle,org.eclipse.ui.navigator,3.4.2.M20100120-0800,"org.eclipse.ui.navigator",1276948322808
started,bundle,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.resources",1276948322815
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1276948322838
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1276948322839
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1276948322840
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1276948322847
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1276948322848
started,bundle,org.eclipse.wst.common.emf,1.1.301.v200908181930,"org.eclipse.wst.common.emf",1276948322865
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.301.v200908101600,"org.eclipse.wst.common.emfworkbench.integration",1276948322867
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1276948322893
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200911141735,"org.eclipse.wst.common.project.facet.core",1276948322893
started,bundle,org.eclipse.wst.jsdt.core,1.0.201.v2010012803,"org.eclipse.wst.jsdt.core",1276948322895
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.100.v200809240707,"org.eclipse.wst.jsdt.manipulation",1276948322896
started,bundle,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui",1276948322896
started,bundle,org.eclipse.wst.web,1.1.301.v200911302230,"org.eclipse.wst.web",1276948322896
os,sysinfo,,,"linux",1276948322900
arch,sysinfo,,,"x86",1276948322900
ws,sysinfo,,,"gtk",1276948322900
locale,sysinfo,,,"en_US",1276948322900
processors,sysinfo,,,"2",1276948322900
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1276948322900
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1276948322900
java.specification.name,sysinfo,,,"Java Platform API Specification",1276948322900
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1276948322900
java.specification.version,sysinfo,,,"1.6",1276948322900
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1276948322900
java.version,sysinfo,,,"1.6.0_20",1276948322900
java.vm.info,sysinfo,,,"mixed mode, sharing",1276948322900
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1276948322900
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1276948322900
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1276948322900
java.vm.specification.version,sysinfo,,,"1.0",1276948322900
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1276948322900
java.vm.version,sysinfo,,,"16.3-b01",1276948322900
started,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1276948322906
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1276948323327
started,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1276948323373
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1276948323389
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1276948323480
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1276948323503
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.monitor.ui",1276948323504
started,bundle,org.eclipse.epp.usagedata.ui,1.1.1.R201001291118,"org.eclipse.epp.usagedata.ui",1276948323914
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1276948327049
